1,1311867170.46229005,0.0147266387939453125,0,0,0,0.117000 -1.150300 1.400500 -0.570899999999999963 0.652299999999999991 -0.356599999999999973 0.348600000000000021
2,1311867170.49413896,0.00749874114990234375,0,0,0,0.115700 -1.148800 1.402700 -0.572799999999999976 0.65129999999999999 -0.357099999999999973 0.346799999999999997
3,1311867170.52642894,0.00791239738464355469,0,0,0,0.114800 -1.146700 1.404800 -0.573899999999999966 0.650699999999999945 -0.354800000000000004 0.348299999999999998
4,1311867170.56234908,0.00752568244934082031,0,0,0,0.114500 -1.144500 1.406400 -0.575500000000000012 0.649700000000000055 -0.352399999999999991 0.349999999999999978
5,1311867170.59421706,0.00725865364074707031,0,0,0,0.113700 -1.142600 1.407500 -0.576400000000000023 0.6502 -0.34920000000000001 0.35089999999999999
6,1311867170.62608695,0.00729703903198242188,0,0,0,0.112500 -1.140200 1.409100 -0.578799999999999981 0.649299999999999988 -0.34710000000000002 0.350399999999999989
7,1311867170.66213989,0.00703334808349609375,0,0,0,0.111500 -1.138600 1.410500 -0.579699999999999993 0.649299999999999988 -0.346700000000000008 0.349499999999999977
8,1311867170.69420505,0.00700640678405761719,0,0,0,0.110700 -1.137200 1.411600 -0.58109999999999995 0.64800000000000002 -0.347200000000000009 0.349100000000000021
9,1311867170.72638798,0.0071048736572265625,0,0,0,0.109900 -1.135700 1.413100 -0.582400000000000029 0.647599999999999953 -0.347799999999999998 0.346999999999999975
10,1311867170.76201892,0.00716137886047363281,0,0,0,0.109000 -1.134400 1.414600 -0.582899999999999974 0.646800000000000042 -0.346600000000000019 0.348999999999999977
11,1311867170.79419208,0.00692725181579589844,0,0,0,0.108500 -1.133300 1.416400 -0.581899999999999973 0.646599999999999953 -0.345399999999999985 0.35199999999999998
12,1311867170.82628202,0.00713014602661132812,0,0,0,0.107700 -1.132200 1.419600 -0.580799999999999983 0.646100000000000008 -0.345100000000000018 0.355100000000000027
13,1311867170.862221,0.00771117210388183594,0,0,0,0.106800 -1.131400 1.422800 -0.579899999999999971 0.644900000000000029 -0.346200000000000008 0.357700000000000018
14,1311867170.89437795,0.00722432136535644531,0,0,0,0.105600 -1.131000 1.426100 -0.579400000000000026 0.644000000000000017 -0.347700000000000009 0.358700000000000019
15,1311867170.92635202,0.00737023353576660156,0,0,0,0.104600 -1.130400 1.429800 -0.579600000000000004 0.64249999999999996 -0.3503 0.358599999999999974
16,1311867170.962147,0.00708031654357910156,0,0,0,0.103000 -1.129700 1.433300 -0.580500000000000016 0.641199999999999992 -0.352399999999999991 0.357300000000000006
17,1311867170.99426293,0.00706815719604492188,0,0,0,0.101900 -1.129000 1.437000 -0.580899999999999972 0.638800000000000034 -0.353499999999999981 0.359800000000000009
18,1311867171.02627397,0.0074405670166015625,0,0,0,0.100400 -1.128800 1.439900 -0.581600000000000006 0.638299999999999979 -0.354800000000000004 0.358399999999999996
19,1311867171.06235194,0.00708317756652832031,0,0,0,0.099400 -1.128700 1.443000 -0.580999999999999961 0.636199999999999988 -0.357899999999999996 0.360099999999999976
20,1311867171.09423494,0.00740003585815429688,0,0,0,0.098100 -1.129200 1.445600 -0.580999999999999961 0.63490000000000002 -0.357999999999999985 0.362200000000000022
21,1311867171.12625098,0.00683665275573730469,0,0,0,0.096800 -1.129800 1.447200 -0.579699999999999993 0.636499999999999955 -0.356999999999999984 0.362599999999999978
22,1311867171.16224694,0.00708317756652832031,0,0,0,0.095700 -1.130400 1.448800 -0.578699999999999992 0.63600000000000001 -0.355999999999999983 0.365900000000000003
23,1311867171.19426894,0.00690340995788574219,0,0,0,0.094900 -1.131700 1.449700 -0.577099999999999946 0.636600000000000055 -0.354800000000000004 0.368599999999999983
24,1311867171.22625303,0.00677227973937988281,0,0,0,0.094000 -1.133100 1.450200 -0.575899999999999967 0.637599999999999945 -0.355499999999999983 0.367999999999999994
25,1311867171.26224399,0.00700855255126953125,0,0,0,0.092800 -1.135200 1.450500 -0.576400000000000023 0.637000000000000011 -0.358200000000000018 0.365700000000000025
26,1311867171.29434109,0.00682091712951660156,0,0,0,0.091600 -1.137400 1.450300 -0.577300000000000035 0.637800000000000034 -0.360899999999999999 0.360300000000000009
27,1311867171.32638693,0.00705170631408691406,0,0,0,0.089900 -1.139000 1.450300 -0.579300000000000037 0.637499999999999956 -0.363099999999999978 0.355200000000000016
28,1311867171.36224604,0.00692057609558105469,0,0,0,0.088900 -1.140300 1.450200 -0.579500000000000015 0.637399999999999967 -0.366499999999999992 0.351700000000000013
29,1311867171.3941431,0.00716686248779296875,0,0,0,0.087200 -1.140900 1.450000 -0.579699999999999993 0.639499999999999957 -0.365400000000000003 0.348499999999999976
30,1311867171.42628789,0.00688123703002929688,0,0,0,0.085100 -1.140400 1.450500 -0.581300000000000039 0.639100000000000001 -0.364700000000000024 0.347299999999999998
31,1311867171.46224403,0.00681972503662109375,0,0,0,0.083200 -1.139400 1.451600 -0.582200000000000051 0.636900000000000022 -0.366200000000000025 0.348299999999999998
32,1311867171.49440408,0.00620627403259277344,0,0,0,0.081300 -1.138600 1.452400 -0.58230000000000004 0.637499999999999956 -0.365900000000000003 0.347299999999999998
33,1311867171.52617788,0.00646138191223144531,0,0,0,0.080100 -1.138000 1.453100 -0.582500000000000018 0.637299999999999978 -0.365499999999999992 0.347700000000000009
34,1311867171.56229711,0.00674700736999511719,0,0,0,0.079100 -1.136900 1.453700 -0.582699999999999996 0.635700000000000043 -0.365700000000000025 0.350200000000000011
35,1311867171.59429312,0.00652956962585449219,0,0,0,0.078400 -1.135900 1.454000 -0.583500000000000019 0.635499999999999954 -0.366300000000000014 0.348499999999999976
36,1311867171.62633991,0.00652790069580078125,0,0,0,0.078000 -1.134800 1.454500 -0.58450000000000002 0.634299999999999975 -0.367999999999999994 0.347399999999999987
37,1311867171.662256,0.00678968429565429688,0,0,0,0.077500 -1.133400 1.455200 -0.585999999999999965 0.632399999999999962 -0.369199999999999973 0.34710000000000002
38,1311867171.69434404,0.00675034523010253906,0,0,0,0.077200 -1.131800 1.455600 -0.587099999999999955 0.631900000000000017 -0.367999999999999994 0.347399999999999987
39,1311867171.72624397,0.00682020187377929688,0,0,0,0.077200 -1.130000 1.456200 -0.587500000000000022 0.632099999999999995 -0.365300000000000014 0.349100000000000021
40,1311867171.76211905,0.0069293975830078125,0,0,0,0.076800 -1.127800 1.456900 -0.5877 0.63160000000000005 -0.363099999999999978 0.351800000000000002
41,1311867171.79417109,0.00688481330871582031,0,0,0,0.076400 -1.125400 1.458300 -0.588199999999999945 0.630299999999999971 -0.36349999999999999 0.35299999999999998
42,1311867171.82625508,0.00667786598205566406,0,0,0,0.076300 -1.123300 1.459100 -0.588400000000000034 0.629299999999999971 -0.364900000000000002 0.353200000000000014
43,1311867171.86235905,0.00683903694152832031,0,0,0,0.076200 -1.120200 1.460300 -0.588500000000000023 0.62829999999999997 -0.366099999999999981 0.353300000000000003
